date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:24:40	15059/15059	---MCZ	200	added ('OK')	application/javascript	etag:W/%223ad3-60d091f18c897%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-header-7722083d.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-header-7722083d.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:24:40	2635/2635	---M--	200	added ('OK')	image/jpeg	etag:%22a4b-60bcb265f551d%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/10/nextlevel-logo-150x150.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/10/nextlevel-logo-150x150.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:24:40	5624/5624	---M--	200	added ('OK')	image/jpeg	etag:%2215f8-60bcb265ff15d%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/10/nextlevel-logo-300x300.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/10/nextlevel-logo-300x300.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:03	207054/207054	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2008%20Jan%202024%2013:55:05%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/VR/connect.facebook.net/en_US/fbevents.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:05	5328/5328	---M--	200	added ('OK')	image/jpeg	etag:%2214d0-60b3c4edfcc70%22	https://nextlevel-erlebnisse.de/wp-content/plugins/complianz-gdpr/assets/images/placeholders/default-minimal.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/complianz-gdpr/assets/images/placeholders/default-minimal.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:05	42390/42390	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2008%20Jan%202024%2013:55:07%20GMT	https://sc-static.net/scevent.min.js	C:/My%20Web%20Sites/VR/sc-static.net/scevent.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:06	12156/12156	---M--	200	added ('OK')	image/png	etag:%222f7c-60bc3aba5019c%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/08/sanndbox_logo_white-768x118.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/08/sanndbox_logo_white-768x118.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:06	10598/10598	---M--	200	added ('OK')	image/png	etag:%222966-60bcb26e76d19%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/Logo-Vertical-Lockup-768x676.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/Logo-Vertical-Lockup-768x676.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2008%20Jan%202024%2013:55:10%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/gutschein	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/gutschein	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:07	107470/107470	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2011:35:13%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/gutschein/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/gutschein/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:08	11688/11688	---MCZ	200	added ('OK')	text/css	etag:W/%222da8-60bc38291ff08%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-animated-headline.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:08	18954/18954	---M--	200	added ('OK')	image/png	etag:%224a0a-60bd47d7f8683%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Sandbox_Preisuebersicht_v2_web.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/Sandbox_Preisuebersicht_v2_web.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:08	32502/32502	---MCZ	200	added ('OK')	text/css	etag:W/%227ef6-60bc38291a918%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:08	10101/10101	---MCZ	200	added ('OK')	text/css	etag:W/%222775-60bc38265035d%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:09	3281/3281	---M--	200	added ('OK')	image/png	etag:%22cd1-60bcb1ed6b496%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/05/NextLevelErlebnisse-_Logo-Weiss-300x118.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/05/NextLevelErlebnisse-_Logo-Weiss-300x118.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:09	63839/63839	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2006:21:42%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ambersky/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ambersky/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	160531/160531	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2019:31:03%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodvalley/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodvalley/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	1739/1739	---M--	200	added ('OK')	image/png	etag:%226cb-60bcb26ae30b2%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/Lu%cc%88_R_Logo_Dark_Colors_Principal-2-white-300x271.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/Lu%cc%88_R_Logo_Dark_Colors_Principal-2-white-300x271.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	66410/66410	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2019:49:54%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodmansion/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/deadwoodmansion/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	63875/63875	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2007:30:30%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/davyjones/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/davyjones/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	2892/2892	---M--	200	added ('OK')	image/png	etag:%22b4c-60bcb1d777a2b%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/12/hologate_hori_white_alsfeld-300x105.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/12/hologate_hori_white_alsfeld-300x105.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	63911/63911	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2007:51:00%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/startrek/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/startrek/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	62912/62912	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2008:53:25%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ufl/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/ufl/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:10	5358/5358	---M--	200	added ('OK')	image/png	etag:%2214ee-60bcb1d8879bf%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/12/Logo_Escape_Room_Alsfeld_weiss_print-300x105.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/12/Logo_Escape_Room_Alsfeld_weiss_print-300x105.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:11	63954/63954	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2009:04:25%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/dragonfire/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/dragonfire/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:11	5636/5636	---M--	200	added ('OK')	image/png	etag:%221604-60bc3a2e24e84%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2021/12/Logo_weiss_neu-300x169.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2021/12/Logo_weiss_neu-300x169.png	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:11	63875/63875	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202024%2008:56:14%20GMT	https://nextlevel-erlebnisse.de/sandboxvr/erlebnisse/squidgame/	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/sandboxvr/erlebnisse/squidgame/index.html	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:11	8634/8634	---MCZ	200	added ('OK')	text/css	etag:W/%2221ba-60bc382916a98%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor-pro/assets/css/widget-call-to-action.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:12	48253/48253	---M--	200	added ('OK')	image/jpeg	etag:%22bc7d-60bcb2f973485%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/02/image-nextlevel-alsfeld-3-768x512.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/02/image-nextlevel-alsfeld-3-768x512.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:12	18124/18124	---M--	200	added ('OK')	image/jpeg	etag:%2246cc-60cf4e677e4e7%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/12/sandboxvr-wiesbaden-1-300x200.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/12/sandboxvr-wiesbaden-1-300x200.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:13	12464/12464	---M--	200	added ('OK')	image/jpeg	etag:%2230b0-5f831416799ab%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos1.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos1.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:13	13536/13536	---M--	200	added ('OK')	image/jpeg	etag:%2234e0-5f831416799ab%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos2.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos2.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:13	8615/8615	---M--	200	added ('OK')	image/jpeg	etag:%2221a7-5f831416799ab%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos3.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2023/01/leader_logos3.jpg	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:13	4497/4497	---MCZ	200	added ('OK')	text/css	etag:W/%221191-60d091ed6e93f%22	https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-8361.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-8361.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:14	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%224824-60bc38267c665%22	https://nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/lib/animations/animations.min.css	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/plugins/elementor/assets/lib/animations/animations.min.css	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:15	62368/62368	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f3a0-60d091f1d6830%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-079b197b.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-079b197b.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:15	389394/389394	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f112-60d091f1ce748%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-d6d495b0.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-d6d495b0.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:15	88212/88212	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215894-60d091f1d8771%22	https://nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-06571202.min.js	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/cache/wpo-minify/1703182684/assets/wpo-minify-footer-06571202.min.js	(from https://nextlevel-erlebnisse.de/sandboxvr/)
19:25:15	5/5	---M--	200	added ('OK')	text/css	etag:%226506f40c-5%22	https://p.typekit.net/p.css?s=1&k=xxa5vuq&ht=tk&f=49469.49476&a=959467&app=typekit&e=css	C:/My%20Web%20Sites/VR/p.typekit.net/p3dfe.css	(from https://use.typekit.net/xxa5vuq.css)
19:25:16	22732/22732	---M--	200	added ('OK')	application/font-woff2	etag:%225d5d636908645745a406ca27465c97eb4c8911cb%22	https://use.typekit.net/af/4a5f61/00000000000000007735fa47/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/4a5f61/00000000000000007735fa47/30/l652f	(from https://use.typekit.net/xxa5vuq.css)
19:25:16	23440/23440	---M--	200	added ('OK')	application/font-woff	etag:%225d5d636908645745a406ca27465c97eb4c8911cb%22	https://use.typekit.net/af/4a5f61/00000000000000007735fa47/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/4a5f61/00000000000000007735fa47/30/d652f	(from https://use.typekit.net/xxa5vuq.css)
19:25:18	35536/35536	---M-Z	200	added ('OK')	font/opentype	etag:W/%225d5d636908645745a406ca27465c97eb4c8911cb%22	https://use.typekit.net/af/4a5f61/00000000000000007735fa47/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/4a5f61/00000000000000007735fa47/30/a652f	(from https://use.typekit.net/xxa5vuq.css)
19:25:18	22688/22688	---M--	200	added ('OK')	application/font-woff2	etag:%22fc26fb6ed546db1209615236c9de4728aef7806a%22	https://use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/le196	(from https://use.typekit.net/xxa5vuq.css)
19:25:18	23224/23224	---M--	200	added ('OK')	application/font-woff	etag:%22fc26fb6ed546db1209615236c9de4728aef7806a%22	https://use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/de196	(from https://use.typekit.net/xxa5vuq.css)
19:25:19	35048/35048	---M-Z	200	added ('OK')	font/opentype	etag:W/%22fc26fb6ed546db1209615236c9de4728aef7806a%22	https://use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/VR/use.typekit.net/af/39cc4b/00000000000000007735fa4e/30/ae196	(from https://use.typekit.net/xxa5vuq.css)
19:25:20	71645/71645	---M--	200	added ('OK')	image/jpeg	etag:%22117dd-60bc3afaa8d1d%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background_grey.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background_grey.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:21	16860/16860	---M--	200	added ('OK')	image/jpeg	etag:%2241dc-60bc3b023dbec%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-lightgrey.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-lightgrey.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:21	177745/177745	---M--	200	added ('OK')	image/jpeg	etag:%222b651-5f8314165ad7a%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/10/sandboxvr-header.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/10/sandboxvr-header.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:22	351674/351674	---M--	200	added ('OK')	image/png	etag:%2255dba-60bc3b19974e9%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background_bluegrey.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background_bluegrey.png	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:22	80160/80160	---M--	200	added ('OK')	image/png	etag:%2213920-60bc3b17199bf%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-grey.png	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/sbvr-background-mobile-grey.png	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
19:25:22	20276/20276	---M--	200	added ('OK')	image/jpeg	etag:%224f34-60bc3affe8d1a%22	https://nextlevel-erlebnisse.de/wp-content/uploads/2022/09/influencer.jpg	C:/My%20Web%20Sites/VR/nextlevel-erlebnisse.de/wp-content/uploads/2022/09/influencer.jpg	(from https://nextlevel-erlebnisse.de/wp-content/uploads/elementor/css/post-2846.css)
